Source,Site,Month,Year,Parameter,Value,Units
AOML,16,12,2018,chla,0.283332324,ug/L
AOML,19,12,2018,chla,0.457812029,ug/L
AOML,20,12,2018,chla,0.421527822,ug/L
AOML,LK,12,2018,chla,0.314252778,ug/L
AOML,21.5,12,2018,chla,0.167222864,ug/L
AOML,WS,12,2018,chla,0.276075482,ug/L
AOML,22.5,12,2018,chla,0.250834295,ug/L
AOML,22,12,2018,chla,0.245786058,ug/L
AOML,23,12,2018,chla,0.34895941,ug/L
AOML,24,12,2018,chla,0.404805536,ug/L
AOML,9B,12,2018,chla,0.433832901,ug/L
AOML,MR,1,2019,chla,0.578338696,ug/L
AOML,LK,1,2019,chla,0.548364787,ug/L
AOML,WS,1,2019,chla,0.615884962,ug/L
AOML,22.5,1,2019,chla,0.411431347,ug/L
AOML,22,1,2019,chla,0.521198959,ug/L
AOML,23,1,2019,chla,0.702336027,ug/L
AOML,24,1,2019,chla,1.628687589,ug/L
AOML,KW1,1,2019,chla,2.767065121,ug/L
AOML,KW2,1,2019,chla,2.338911487,ug/L
AOML,KW3,1,2019,chla,1.885832181,ug/L
AOML,KW4,1,2019,chla,2.053686074,ug/L
AOML,30,1,2019,chla,1.709143872,ug/L
AOML,30.5,1,2019,chla,2.409902325,ug/L
AOML,31,1,2019,chla,1.418870222,ug/L
AOML,32,1,2019,chla,1.900976893,ug/L
AOML,33,1,2019,chla,3.109398719,ug/L
AOML,34,1,2019,chla,3.24191495,ug/L
AOML,CAL5,1,2019,chla,1.48071113,ug/L
AOML,CAL4,1,2019,chla,2.051161955,ug/L
AOML,CAL3,1,2019,chla,2.784418437,ug/L
AOML,CAL2,1,2019,chla,3.148838073,ug/L
AOML,CAL1,1,2019,chla,2.756022101,ug/L
AOML,RP1,1,2019,chla,2.961106745,ug/L
AOML,RP2,1,2019,chla,2.293792865,ug/L
AOML,RP3,1,2019,chla,1.981433176,ug/L
AOML,RP4,1,2019,chla,1.028999055,ug/L
AOML,GP4,1,2019,chla,0.768594143,ug/L
AOML,GP3,1,2019,chla,1.205582192,ug/L
AOML,GP2,1,2019,chla,2.282434331,ug/L
AOML,GP1,1,2019,chla,6.220375012,ug/L
AOML,V1,1,2019,chla,5.887506859,ug/L
AOML,V2,1,2019,chla,2.44934168,ug/L
AOML,V4,1,2019,chla,0.795412904,ug/L
AOML,V6,1,2019,chla,0.73514957,ug/L
AOML,GP5,1,2019,chla,0.610205695,ug/L
AOML,42,1,2019,chla,2.849098978,ug/L
AOML,41,1,2019,chla,7.714337765,ug/L
AOML,40,1,2019,chla,3.40756024,ug/L
AOML,45,1,2019,chla,5.772343943,ug/L
AOML,46,1,2019,chla,4.502396724,ug/L
AOML,47,1,2019,chla,1.941993822,ug/L
AOML,48,1,2019,chla,1.989321047,ug/L
AOML,49,1,2019,chla,2.261925867,ug/L
AOML,50,1,2019,chla,4.543413653,ug/L
AOML,51,1,2019,chla,2.278332638,ug/L
AOML,52,1,2019,chla,2.062204975,ug/L
AOML,53,1,2019,chla,2.262241381,ug/L
AOML,54,1,2019,chla,7.807414642,ug/L
AOML,55,1,2019,chla,1.866270261,ug/L
AOML,56,1,2019,chla,1.939154188,ug/L
AOML,57,1,2019,chla,1.969443613,ug/L
AOML,57.1,1,2019,chla,2.394442098,ug/L
AOML,57.2,1,2019,chla,2.095334033,ug/L
AOML,57.3,1,2019,chla,2.762332398,ug/L
AOML,58,1,2019,chla,1.693683645,ug/L
AOML,59,2,2019,chla,1.576943155,ug/L
AOML,60,2,2019,chla,1.485443853,ug/L
AOML,61,2,2019,chla,1.586408601,ug/L
AOML,62,2,2019,chla,2.01235363,ug/L
AOML,63,2,2019,chla,1.741010871,ug/L
AOML,64,2,2019,chla,3.719288899,ug/L
AOML,65,2,2019,chla,2.984770358,ug/L
AOML,66,2,2019,chla,2.423469463,ug/L
AOML,67,2,2019,chla,1.257957655,ug/L
AOML,68,2,2019,chla,1.079376257,ug/L
AOML,1,4,2019,chla,0.268818641,ug/L
AOML,2,4,2019,chla,0.176688309,ug/L
AOML,3,4,2019,chla,0.278599601,ug/L
AOML,EK_IN,4,2019,chla,0.167538378,ug/L
AOML,EK_MID,4,2019,chla,0.259353196,ug/L
AOML,EK_OFF,4,2019,chla,0.131569687,ug/L
AOML,4,4,2019,chla,0.208555307,ug/L
AOML,5,4,2019,chla,0.210448396,ug/L
AOML,MR,4,2019,chla,0.112323282,ug/L
AOML,UK_OFF,4,2019,chla,0.268187611,ug/L
AOML,UK_MID,4,2019,chla,0.253673929,ug/L
AOML,UK_IN,4,2019,chla,0.171640071,ug/L
AOML,9.5,4,2019,chla,0.172902131,ug/L
AOML,9,4,2019,chla,0.202245011,ug/L
AOML,8,4,2019,chla,0.19435714,ug/L
AOML,7,4,2019,chla,0.19435714,ug/L
AOML,10,4,2019,chla,0.222122445,ug/L
AOML,11,4,2019,chla,0.175110735,ug/L
AOML,12,4,2019,chla,0.138195499,ug/L
AOML,15.5,4,2019,chla,0.145767855,ug/L
AOML,15,4,2019,chla,0.180474487,ug/L
AOML,14,4,2019,chla,0.225593108,ug/L
AOML,13,4,2019,chla,0.245786058,ug/L
AOML,16,4,2019,chla,0.681512048,ug/L
AOML,17,4,2019,chla,0.613360843,ug/L
AOML,18,4,2019,chla,0.273866879,ug/L
AOML,19,4,2019,chla,0.421527822,ug/L
AOML,20,4,2019,chla,0.449924158,ug/L
AOML,21,4,2019,chla,0.311728659,ug/L
AOML,21.5,4,2019,chla,0.206346703,ug/L
AOML,WS,4,2019,chla,0.306680422,ug/L
AOML,22.5,4,2019,chla,0.24136885,ug/L
AOML,22,4,2019,chla,0.487154908,ug/L
AOML,23,4,2019,chla,0.460967177,ug/L
AOML,24,4,2019,chla,0.507978888,ug/L
AOML,KW1,4,2019,chla,1.30717797,ug/L
AOML,KW2,4,2019,chla,1.50090408,ug/L
AOML,KW3,4,2019,chla,0.618724595,ug/L
AOML,KW4,4,2019,chla,0.340124994,ug/L
AOML,30,4,2019,chla,0.224646564,ug/L
AOML,30.5,5,2019,chla,0.256198048,ug/L
AOML,31,5,2019,chla,0.382088468,ug/L
AOML,32,5,2019,chla,0.539530371,ug/L
AOML,33,5,2019,chla,0.878393306,ug/L
AOML,34,5,2019,chla,2.00446576,ug/L
AOML,CAL5,5,2019,chla,0.228432742,ug/L
AOML,CAL4,5,2019,chla,0.315199322,ug/L
AOML,Mudhole,5,2019,chla,0.288065046,ug/L
AOML,CAL3,5,2019,chla,0.712748017,ug/L
AOML,CAL2,5,2019,chla,1.007754389,ug/L
AOML,CAL1,5,2019,chla,2.025920768,ug/L
AOML,RP1,5,2019,chla,0.703913601,ug/L
AOML,RP2,5,2019,chla,0.715903165,ug/L
AOML,RP4,5,2019,chla,0.288380561,ug/L
AOML,Casey hole,5,2019,chla,0.370414419,ug/L
AOML,GP5,5,2019,chla,0.363157577,ug/L
AOML,GP4,5,2019,chla,0.33854742,ug/L
AOML,GP3,5,2019,chla,0.41553304,ug/L
AOML,GP2,5,2019,chla,0.782476796,ug/L
AOML,GP1,5,2019,chla,2.258455203,ug/L
AOML,Naples Blue hole,5,2019,chla,0.253989444,ug/L
AOML,42,5,2019,chla,1.087264128,ug/L
AOML,41,5,2019,chla,1.777926107,ug/L
AOML,40,5,2019,chla,3.230871931,ug/L
AOML,39,5,2019,chla,1.492069664,ug/L
AOML,45,5,2019,chla,1.22041139,ug/L
AOML,46,5,2019,chla,0.916570602,ug/L
AOML,47,5,2019,chla,0.895115593,ug/L
AOML,48,5,2019,chla,1.264267952,ug/L
AOML,49,5,2019,chla,1.797172512,ug/L
AOML,50,5,2019,chla,1.320429593,ug/L
AOML,51,5,2019,chla,1.324531286,ug/L
AOML,52,5,2019,chla,1.7905467,ug/L
AOML,53,5,2019,chla,2.214598641,ug/L
AOML,54,5,2019,chla,8.635641089,ug/L
AOML,55,5,2019,chla,3.61106731,ug/L
AOML,56,5,2019,chla,0.970523639,ug/L
AOML,57,5,2019,chla,1.189175421,ug/L
AOML,57.1,5,2019,chla,1.541289979,ug/L
AOML,57.2,5,2019,chla,1.167720412,ug/L
AOML,57.3,5,2019,chla,0.765438995,ug/L
AOML,58,5,2019,chla,0.386190161,ug/L
AOML,59,5,2019,chla,0.559092291,ug/L
AOML,60,5,2019,chla,0.935185977,ug/L
AOML,61,5,2019,chla,0.847788367,ug/L
AOML,62,5,2019,chla,0.821600636,ug/L
AOML,63,5,2019,chla,1.143741284,ug/L
AOML,64,5,2019,chla,4.279958764,ug/L
AOML,65,5,2019,chla,2.945331004,ug/L
AOML,66,5,2019,chla,1.328632979,ug/L
AOML,67,5,2019,chla,1.132067235,ug/L
AOML,70,5,2019,chla,0.750294282,ug/L
AOML,69,5,2019,chla,1.096098544,ug/L
AOML,68,5,2019,chla,0.490310057,ug/L
AOML,1,7,2019,chla,0.375778171,ug/L
AOML,2,7,2019,chla,0.32876646,ug/L
AOML,3,7,2019,chla,0.225593108,ug/L
AOML,EK_IN,7,2019,chla,0.243892969,ug/L
AOML,EK_MID,7,2019,chla,0.2615618,ug/L
AOML,EK_OFF,7,2019,chla,0.217389723,ug/L
AOML,6.5,7,2019,chla,0.207924278,ug/L
AOML,6,7,2019,chla,0.177003824,ug/L
AOML,5.5,7,2019,chla,0.190255447,ug/L
AOML,MR,7,2019,chla,0.330659549,ug/L
AOML,UK_OFF,7,2019,chla,0.213603545,ug/L
AOML,UK_MID,7,2019,chla,0.20350707,ug/L
AOML,UK_IN,7,2019,chla,0.214550089,ug/L
AOML,7,7,2019,chla,0.360948974,ug/L
AOML,8,7,2019,chla,0.202245011,ug/L
AOML,9,7,2019,chla,0.158072933,ug/L
AOML,9.5,7,2019,chla,0.372938537,ug/L
AOML,12,7,2019,chla,0.214234574,ug/L
AOML,11,7,2019,chla,0.20287604,ug/L
AOML,10,7,2019,chla,0.268187611,ug/L
AOML,13,7,2019,chla,0.312044174,ug/L
AOML,14,7,2019,chla,0.208870822,ug/L
AOML,15,7,2019,chla,0.225908623,ug/L
AOML,15.5,7,2019,chla,0.098756144,ug/L
AOML,18,7,2019,chla,0.226539653,ug/L
AOML,17,7,2019,chla,0.413324436,ug/L
AOML,16,7,2019,chla,0.415848555,ug/L
AOML,19,7,2019,chla,0.243261939,ug/L
AOML,20,7,2019,chla,0.254620473,ug/L
AOML,21/LK,7,2019,chla,0.264716948,ug/L
AOML,21.5,7,2019,chla,0.185522724,ug/L
AOML,WS,7,2019,chla,0.134724835,ug/L
AOML,22.5,7,2019,chla,0.162174626,ug/L
AOML,22,7,2019,chla,0.373254052,ug/L
AOML,23,7,2019,chla,0.247679147,ug/L
AOML,24,7,2019,chla,0.429100178,ug/L
AOML,KW1,7,2019,chla,0.826964388,ug/L
AOML,KW2,7,2019,chla,0.588119656,ug/L
AOML,KW3,7,2019,chla,0.165329775,ug/L
AOML,KW4,7,2019,chla,0.76449245,ug/L
AOML,30,7,2019,chla,0.400388328,ug/L
AOML,30.5,7,2019,chla,0.677410355,ug/L
AOML,31,7,2019,chla,0.600424735,ug/L
AOML,32,7,2019,chla,1.701571516,ug/L
AOML,33,7,2019,chla,4.494508853,ug/L
AOML,34,7,2019,chla,1.601237798,ug/L
AOML,CAL5,7,2019,chla,0.336969846,ug/L
AOML,CAL4,7,2019,chla,0.326242341,ug/L
AOML,CAL3,7,2019,chla,0.533535589,ug/L
AOML,CAL2,7,2019,chla,0.789418122,ug/L
AOML,CAL1,7,2019,chla,1.189490936,ug/L
AOML,RP1,7,2019,chla,1.497117902,ug/L
AOML,RP2,7,2019,chla,1.058552278,ug/L
AOML,RP3,7,2019,chla,0.665420791,ug/L
AOML,RP4,7,2019,chla,0.375778171,ug/L
AOML,GP4,7,2019,chla,0.296899462,ug/L
AOML,GP2,7,2019,chla,0.923196413,ug/L
AOML,GP1,7,2019,chla,3.270311286,ug/L
AOML,42,8,2019,chla,6.807232609,ug/L
AOML,41,8,2019,chla,1.49964202,ug/L
AOML,40,8,2019,chla,1.631527222,ug/L
AOML,39,8,2019,chla,1.769722721,ug/L
AOML,45,8,2019,chla,1.162041145,ug/L
AOML,46,8,2019,chla,1.653928776,ug/L
AOML,47,8,2019,chla,1.453576854,ug/L
AOML,48,8,2019,chla,1.321376137,ug/L
AOML,49,8,2019,chla,5.829767643,ug/L
AOML,52,8,2019,chla,15.5895881,ug/L
AOML,53,8,2019,chla,0.711170443,ug/L
AOML,51,8,2019,chla,0.418372674,ug/L
AOML,50,8,2019,chla,5.704823768,ug/L
AOML,56,8,2019,chla,2.092494399,ug/L
AOML,55,8,2019,chla,4.773739484,ug/L
AOML,54,8,2019,chla,5.863843246,ug/L
AOML,57,8,2019,chla,1.894666596,ug/L
AOML,57.1,8,2019,chla,1.771931325,ug/L
AOML,57.2,8,2019,chla,1.162987689,ug/L
AOML,57.3,8,2019,chla,1.068017723,ug/L
AOML,58,8,2019,chla,0.973047757,ug/L
AOML,59,8,2019,chla,0.926351561,ug/L
AOML,60,8,2019,chla,1.986796929,ug/L
AOML,61,8,2019,chla,4.379345938,ug/L
AOML,62,8,2019,chla,1.747636682,ug/L
AOML,63,8,2019,chla,1.962502286,ug/L
AOML,65,8,2019,chla,5.798531675,ug/L
AOML,66,8,2019,chla,1.924324991,ug/L
AOML,67,8,2019,chla,1.22829926,ug/L
AOML,68,8,2019,chla,0.748401193,ug/L
AOML,1,9,2019,chla,1.618275599,ug/L
AOML,2,9,2019,chla,0.561300895,ug/L
AOML,3,9,2019,chla,0.433517386,ug/L
AOML,EK_IN,9,2019,chla,1.658345983,ug/L
AOML,EK_MID,9,2019,chla,0.700442938,ug/L
AOML,EK_OFF,9,2019,chla,0.371045448,ug/L
AOML,6.5,9,2019,chla,0.331921609,ug/L
AOML,6,9,2019,chla,0.342964628,ug/L
AOML,5.5,9,2019,chla,0.678672414,ug/L
AOML,MR,9,2019,chla,0.291535709,ug/L
AOML,UK_OFF,9,2019,chla,0.288065046,ug/L
AOML,UK_MID,9,2019,chla,0.891644929,ug/L
AOML,UK_IN,9,2019,chla,0.884388088,ug/L
AOML,7,9,2019,chla,0.607366061,ug/L
AOML,8,9,2019,chla,0.442667316,ug/L
AOML,9,9,2019,chla,0.313621748,ug/L
AOML,9.5,9,2019,chla,0.172271101,ug/L
AOML,12,9,2019,chla,0.388714279,ug/L
AOML,11,9,2019,chla,0.395024576,ug/L
AOML,10,9,2019,chla,0.380510893,ug/L
AOML,13,9,2019,chla,0.524701174,ug/L
AOML,14,9,2019,chla,0.33002852,ug/L
AOML,15,9,2019,chla,0.434779445,ug/L
AOML,15.5,9,2019,chla,0.163436686,ug/L
AOML,18,9,2019,chla,0.254620473,ug/L
AOML,17,9,2019,chla,0.400703843,ug/L
AOML,16,9,2019,chla,0.384612586,ug/L
AOML,19,9,2019,chla,0.547733757,ug/L
AOML,20,9,2019,chla,0.49314969,ug/L
AOML,21/LK,9,2019,chla,0.25178084,ug/L
AOML,21.5,9,2019,chla,0.156495359,ug/L
AOML,WS,9,2019,chla,0.251465325,ug/L
AOML,22.5,9,2019,chla,0.13504035,ug/L
AOML,22,9,2019,chla,0.276390997,ug/L
AOML,23,9,2019,chla,0.347066321,ug/L
AOML,24,9,2019,chla,0.641126149,ug/L
AOML,KW1,9,2019,chla,1.670651062,ug/L
AOML,KW2,9,2019,chla,8.589891438,ug/L
AOML,KW3,9,2019,chla,1.880783943,ug/L
AOML,KW4,9,2019,chla,1.304022821,ug/L
AOML,30,9,2019,chla,0.490941086,ug/L
AOML,30.5,9,2019,chla,0.858200357,ug/L
AOML,31,9,2019,chla,0.672677633,ug/L
AOML,32,9,2019,chla,0.983144232,ug/L
AOML,33,9,2019,chla,0.839269466,ug/L
AOML,34,9,2019,chla,1.406565143,ug/L
AOML,CAL5,9,2019,chla,0.683089622,ug/L
AOML,CAL4,9,2019,chla,0.720635888,ug/L
AOML,CAL3,9,2019,chla,1.74227293,ug/L
AOML,CAL2,9,2019,chla,2.262241381,ug/L
AOML,CAL1,9,2019,chla,2.242994976,ug/L
AOML,RP1,9,2019,chla,1.969443613,ug/L
AOML,RP2,9,2019,chla,0.853152119,ug/L
AOML,RP3,9,2019,chla,0.539530371,ug/L
AOML,RP4,9,2019,chla,0.4167951,ug/L
AOML,GP5,9,2019,chla,0.466015414,ug/L
AOML,BG4,9,2019,chla,0.303840788,ug/L
AOML,BG3,9,2019,chla,0.537952797,ug/L
AOML,BG2,9,2019,chla,1.696523279,ug/L
AOML,V1,9,2019,chla,1.047824774,ug/L
AOML,V2,9,2019,chla,0.530380441,ug/L
AOML,V3,9,2019,chla,0.538583827,ug/L
AOML,V4,9,2019,chla,0.473272256,ug/L
AOML,V5,9,2019,chla,0.372623023,ug/L
AOML,V6,9,2019,chla,0.292797769,ug/L
AOML,V7,9,2019,chla,0.258406652,ug/L
AOML,V8,9,2019,chla,0.35874037,ug/L
AOML,V9,9,2019,chla,0.393131487,ug/L
AOML,V10,9,2019,chla,0.128730054,ug/L
AOML,V11,9,2019,chla,0.154917785,ug/L
AOML,TB1,9,2019,chla,0.519968451,ug/L
AOML,TB2,9,2019,chla,0.324033738,ug/L
AOML,TB3,9,2019,chla,0.344857717,ug/L
AOML,TB4,9,2019,chla,0.212657,ug/L
AOML,TB5,9,2019,chla,0.238529217,ug/L
AOML,TB10,9,2019,chla,0.151762637,ug/L
AOML,TB11,9,2019,chla,0.16501426,ug/L
AOML,TB12,9,2019,chla,0.474534315,ug/L
AOML,TB13,9,2019,chla,0.312675203,ug/L
AOML,CAL6,9,2019,chla,0.666367336,ug/L
AOML,42,9,2019,chla,0.687191315,ug/L
AOML,45,9,2019,chla,1.468090537,ug/L
AOML,46,9,2019,chla,1.575996611,ug/L
AOML,47,9,2019,chla,2.757284161,ug/L
AOML,48,9,2019,chla,3.771979876,ug/L
AOML,49,9,2019,chla,2.579333793,ug/L
AOML,50,9,2019,chla,1.756471098,ug/L
AOML,51,9,2019,chla,1.992160681,ug/L
AOML,52,9,2019,chla,1.927795654,ug/L
AOML,53,9,2019,chla,2.202293562,ug/L
AOML,56,9,2019,chla,2.036648273,ug/L
AOML,55,9,2019,chla,2.181469583,ug/L
AOML,54,9,2019,chla,3.011589119,ug/L
AOML,57,9,2019,chla,2.311777211,ug/L
AOML,57.1,9,2019,chla,1.393629035,ug/L
AOML,57.2,9,2019,chla,1.322007167,ug/L
AOML,57.3,9,2019,chla,1.221673449,ug/L
AOML,58,9,2019,chla,0.519652937,ug/L
AOML,59,9,2019,chla,0.901425889,ug/L
AOML,60,9,2019,chla,1.243443973,ug/L
AOML,61,9,2019,chla,1.990583107,ug/L
AOML,62,9,2019,chla,3.694363227,ug/L
AOML,63,9,2019,chla,2.295370439,ug/L
AOML,66,9,2019,chla,2.787573585,ug/L
AOML,67,9,2019,chla,1.972914276,ug/L
AOML,68,9,2019,chla,1.062022941,ug/L
AOML,1,11,2019,chla,1.410666836,ug/L
AOML,2,11,2019,chla,0.401965902,ug/L
AOML,3,11,2019,chla,0.342649113,ug/L
AOML,EK_OFF,11,2019,chla,0.336023301,ug/L
AOML,EK_MID,11,2019,chla,0.276706512,ug/L
AOML,EK_IN,11,2019,chla,0.303525273,ug/L
AOML,4,11,2019,chla,0.33917845,ug/L
AOML,5,11,2019,chla,0.314252778,ug/L
AOML,5.5,11,2019,chla,0.246732603,ug/L
AOML,6,11,2019,chla,4.249984855,ug/L
AOML,6.5,11,2019,chla,0.199089862,ug/L
AOML,MR,11,2019,chla,3.590558845,ug/L
AOML,UK_OFF,11,2019,chla,0.177319338,ug/L
AOML,UK_MID,11,2019,chla,0.267556582,ug/L
AOML,UK_IN,11,2019,chla,0.249256721,ug/L
AOML,7,11,2019,chla,0.233480979,ug/L
AOML,8,11,2019,chla,0.200667436,ug/L
AOML,9,11,2019,chla,0.144190281,ug/L
AOML,9.5,11,2019,chla,0.151447122,ug/L
AOML,12,11,2019,chla,0.607050546,ug/L
AOML,11,11,2019,chla,1.886147696,ug/L
AOML,10,11,2019,chla,0.195619199,ug/L
AOML,13,11,2019,chla,0.321509619,ug/L
AOML,14,11,2019,chla,0.331606094,ug/L
AOML,15,11,2019,chla,0.171640071,ug/L
AOML,18,11,2019,chla,0.127152479,ug/L
AOML,17,11,2019,chla,0.162490141,ug/L
AOML,16,11,2019,chla,0.518390877,ug/L
AOML,19,11,2019,chla,0.284909898,ug/L
AOML,20,11,2019,chla,0.325295797,ug/L
AOML,21/LK,11,2019,chla,0.200351922,ug/L
AOML,21.5,11,2019,chla,0.198143318,ug/L
AOML,WS,11,2019,chla,0.172586616,ug/L
AOML,22.5,11,2019,chla,0.173848675,ug/L
AOML,22,11,2019,chla,0.20287604,ug/L
AOML,23,11,2019,chla,0.191833021,ug/L
AOML,24,11,2019,chla,0.440774227,ug/L
AOML,KW1,11,2019,chla,1.709459387,ug/L
AOML,KW2,11,2019,chla,1.872265043,ug/L
AOML,KW3,11,2019,chla,1.080638317,ug/L
AOML,KW4,11,2019,chla,1.716716228,ug/L
AOML,30,11,2019,chla,1.540027919,ug/L
AOML,30.5,11,2019,chla,2.972149765,ug/L
AOML,31,11,2019,chla,2.632971315,ug/L
AOML,32,11,2019,chla,1.871634013,ug/L
AOML,33,11,2019,chla,2.636126463,ug/L
AOML,34,11,2019,chla,4.58758573,ug/L
AOML,CAL6,11,2019,chla,1.450737221,ug/L
AOML,CAL5,11,2019,chla,3.644196368,ug/L
AOML,CAL4,11,2019,chla,8.45895278,ug/L
AOML,CAL3,11,2019,chla,8.654571979,ug/L
AOML,CAL2,11,2019,chla,7.834233403,ug/L
AOML,CAL1,11,2019,chla,6.493295346,ug/L
AOML,RP1,11,2019,chla,6.247193773,ug/L
AOML,RP2,11,2019,chla,4.54972395,ug/L
AOML,RP3,11,2019,chla,1.43180633,ug/L
AOML,RP4,11,2019,chla,1.204635648,ug/L
AOML,GP5,11,2019,chla,0.953801352,ug/L
AOML,BG4,11,2019,chla,1.086002069,ug/L
AOML,BG3,11,2019,chla,0.999551004,ug/L
AOML,BG2,11,2019,chla,1.240919854,ug/L
AOML,V1,11,2019,chla,5.915903194,ug/L
AOML,V2,11,2019,chla,1.971652216,ug/L
AOML,V3,11,2019,chla,3.467508059,ug/L
AOML,V4,11,2019,chla,2.329130527,ug/L
AOML,V5,11,2019,chla,1.043407566,ug/L
AOML,V6,11,2019,chla,0.692239552,ug/L
AOML,V7,11,2019,chla,1.223566538,ug/L
AOML,V8,11,2019,chla,1.087579643,ug/L
AOML,V9,11,2019,chla,1.707881813,ug/L
AOML,TB10,11,2019,chla,0.474534315,ug/L
AOML,TB5,11,2019,chla,0.825386814,ug/L
AOML,TB4,11,2019,chla,0.885650147,ug/L
AOML,TB3,11,2019,chla,1.309071059,ug/L
AOML,TB2,11,2019,chla,1.125125909,ug/L
AOML,TB1,11,2019,chla,1.33652085,ug/L
AOML,TB6,11,2019,chla,2.139190595,ug/L
AOML,TB7,11,2019,chla,1.115029434,ug/L
AOML,TB8,11,2019,chla,0.835798803,ug/L
AOML,TB9,11,2019,chla,1.233031983,ug/L
AOML,CW1,11,2019,chla,1.466512962,ug/L
AOML,CW2,11,2019,chla,0.897008682,ug/L
AOML,CW3,11,2019,chla,0.597269586,ug/L
AOML,CW4,11,2019,chla,1.769091691,ug/L
AOML,CW5,11,2019,chla,1.197063292,ug/L
AOML,CW6,11,2019,chla,1.144372314,ug/L
AOML,CAL7,11,2019,chla,2.645276394,ug/L
AOML,CAL8,11,2019,chla,0.585595537,ug/L
AOML,42,11,2019,chla,4.798980671,ug/L
AOML,41,11,2019,chla,6.688914545,ug/L
AOML,40,11,2019,chla,2.631078226,ug/L
AOML,39,11,2019,chla,1.798119056,ug/L
AOML,45,11,2019,chla,2.027813857,ug/L
AOML,46,11,2019,chla,2.830168088,ug/L
AOML,47,11,2019,chla,2.152442218,ug/L
AOML,48,11,2019,chla,1.28824708,ug/L
AOML,49,11,2019,chla,0.560669865,ug/L
AOML,50,11,2019,chla,1.990583107,ug/L
AOML,51,11,2019,chla,1.197378806,ug/L
AOML,52,11,2019,chla,0.587488627,ug/L
AOML,53,11,2019,chla,0.762914876,ug/L
AOML,54,11,2019,chla,2.323135745,ug/L
AOML,55,11,2019,chla,2.106377052,ug/L
AOML,56,11,2019,chla,1.871949528,ug/L
AOML,57,11,2019,chla,0.331921609,ug/L
AOML,57.1,11,2019,chla,0.283332324,ug/L
AOML,57.3,11,2019,chla,1.04498514,ug/L
AOML,58,11,2019,chla,4.243674558,ug/L
AOML,59,11,2019,chla,2.197876355,ug/L
AOML,60,11,2019,chla,0.871136465,ug/L
AOML,61,11,2019,chla,0.156810874,ug/L
AOML,62,11,2019,chla,1.922747417,ug/L
AOML,63,11,2019,chla,1.621115233,ug/L
AOML,64,11,2019,chla,0.285540927,ug/L
AOML,65,11,2019,chla,3.006856397,ug/L
AOML,66,11,2019,chla,1.956191989,ug/L
AOML,67,11,2019,chla,1.673490696,ug/L
AOML,68,11,2019,chla,3.249802821,ug/L
AOML,1,1,2020,chla,0.585595537,ug/L
AOML,2,1,2020,chla,0.401334873,ug/L
AOML,3,1,2020,chla,0.312990718,ug/L
AOML,EK_IN,1,2020,chla,0.46443784,ug/L
AOML,EK_MID,1,2020,chla,0.46443784,ug/L
AOML,EK_OFF,1,2020,chla,0.408907229,ug/L
AOML,6.5,1,2020,chla,0.201929496,ug/L
AOML,6,1,2020,chla,0.173743504,ug/L
AOML,5.5,1,2020,chla,0.40638311,ug/L
AOML,MR,1,2020,chla,0.269239328,ug/L
AOML,UK_OFF,1,2020,chla,0.375252313,ug/L
AOML,UK_MID,1,2020,chla,0.357162795,ug/L
AOML,UK_IN,1,2020,chla,0.560775037,ug/L
AOML,7,1,2020,chla,0.673519005,ug/L
AOML,8,1,2020,chla,0.327714744,ug/L
AOML,9,1,2020,chla,0.389976339,ug/L
AOML,9.5,1,2020,chla,0.304156303,ug/L
AOML,12,1,2020,chla,0.312570032,ug/L
AOML,11,1,2020,chla,0.297846006,ug/L
AOML,10,1,2020,chla,0.511134036,ug/L
AOML,13,1,2020,chla,0.408486542,ug/L
AOML,14,1,2020,chla,0.618829767,ug/L
AOML,15,1,2020,chla,0.336969846,ug/L
AOML,15.5,1,2020,chla,0.209081165,ug/L
AOML,18,1,2020,chla,0.343700829,ug/L
AOML,17,1,2020,chla,0.422789882,ug/L
AOML,16,1,2020,chla,0.531326986,ug/L
AOML,19,1,2020,chla,0.373569567,ug/L
AOML,20,1,2020,chla,0.57339563,ug/L
AOML,21/LK,1,2020,chla,0.416900271,ug/L
AOML,21.5B,1,2020,chla,0.239791276,ug/L
AOML,WS,1,2020,chla,0.404279678,ug/L
AOML,22.5,1,2020,chla,0.42657606,ug/L
AOML,22,1,2020,chla,0.539740715,ug/L
AOML,23,1,2020,chla,0.643650268,ug/L
AOML,24,1,2020,chla,0.744615015,ug/L
AOML,KW1,1,2020,chla,2.511918789,ug/L
AOML,KW2,1,2020,chla,1.204004618,ug/L
AOML,KW3,1,2020,chla,3.019687333,ug/L
AOML,KW4,1,2020,chla,3.568262463,ug/L
AOML,30,1,2020,chla,0.942758333,ug/L
AOML,30.5,1,2020,chla,0.866614086,ug/L
AOML,31,1,2020,chla,1.172032448,ug/L
AOML,32,1,2020,chla,0.692239552,ug/L
AOML,33,1,2020,chla,1.113557031,ug/L
AOML,34,1,2020,chla,1.550229566,ug/L
AOML,CAL6,1,2020,chla,0.69076715,ug/L
AOML,CAL5,1,2020,chla,0.331921609,ug/L
AOML,CAL4,1,2020,chla,0.920882638,ug/L
AOML,CAL3,1,2020,chla,1.294031518,ug/L
AOML,CAL2,1,2020,chla,1.909495794,ug/L
AOML,CAL1,1,2020,chla,4.248933138,ug/L
AOML,RP1,1,2020,chla,3.101721191,ug/L
